fragment_a,fragment_b,source_a,source_b,index_a,index_b,label
FRAG_001061,FRAG_001062,sample_text_003.log,sample_text_003.log,2,3,1
FRAG_001244,FRAG_000906,sample_text_016.json,sample_png_013.png,6,3,0
FRAG_001382,FRAG_001383,sample_zip_002.zip,sample_zip_002.zip,2,3,1
FRAG_000771,FRAG_000860,sample_pdf_025.pdf,sample_png_008.png,3,5,0
FRAG_001024,FRAG_001223,sample_png_025.png,sample_text_015.json,13,18,0
FRAG_001327,FRAG_000306,sample_text_022.log,sample_pdf_004.pdf,2,0,0
FRAG_000942,FRAG_000943,sample_png_017.png,sample_png_017.png,3,4,1
FRAG_000008,FRAG_000009,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,7,8,1
FRAG_000788,FRAG_000789,sample_pdf_025.pdf,sample_pdf_025.pdf,20,21,1
FRAG_000126,FRAG_000127,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,1,2,1
FRAG_000344,FRAG_000345,sample_pdf_005.pdf,sample_pdf_005.pdf,30,31,1
FRAG_001085,FRAG_001086,sample_text_005.csv,sample_text_005.csv,0,1,1
FRAG_000226,FRAG_001354,sample_pdf_001.pdf,sample_text_024.txt,1,13,0
FRAG_000599,FRAG_001429,sample_pdf_017.pdf,sample_zip_007.zip,16,5,0
FRAG_001094,FRAG_000056,sample_text_006.log,sample_jpeg_007.jpg,4,3,0
FRAG_000114,FRAG_000115,sample_jpeg_013.jpeg,sample_jpeg_013.jpeg,2,3,1
FRAG_000221,FRAG_000222,sample_jpeg_025.jpg,sample_jpeg_025.jpg,7,8,1
FRAG_000524,FRAG_000525,sample_pdf_013.pdf,sample_pdf_013.pdf,6,7,1
FRAG_001176,FRAG_000282,sample_text_012.log,sample_pdf_003.pdf,2,2,0
FRAG_000619,FRAG_000620,sample_pdf_018.pdf,sample_pdf_018.pdf,16,17,1
FRAG_000765,FRAG_001628,sample_pdf_024.pdf,sample_zip_025.zip,10,5,0
FRAG_000226,FRAG_000391,sample_pdf_001.pdf,sample_pdf_008.pdf,1,1,0
FRAG_001194,FRAG_001195,sample_text_013.csv,sample_text_013.csv,6,7,1
FRAG_001618,FRAG_001619,sample_zip_024.zip,sample_zip_024.zip,1,2,1
FRAG_001599,FRAG_001600,sample_zip_021.zip,sample_zip_021.zip,10,11,1
FRAG_000305,FRAG_000915,sample_pdf_003.pdf,sample_png_014.png,25,4,0
FRAG_000326,FRAG_001524,sample_pdf_005.pdf,sample_zip_015.zip,12,4,0
FRAG_000900,FRAG_000901,sample_png_012.png,sample_png_012.png,3,4,1
FRAG_000127,FRAG_001122,sample_jpeg_015.jpeg,sample_text_008.json,2,14,0
FRAG_001631,FRAG_001160,sample_zip_025.zip,sample_text_011.json,8,13,0
FRAG_000558,FRAG_001025,sample_pdf_015.pdf,sample_text_001.json,9,0,0
FRAG_000467,FRAG_001584,sample_pdf_011.pdf,sample_zip_020.zip,14,8,0
FRAG_000006,FRAG_000580,sample_jpeg_001.jpeg,sample_pdf_016.pdf,5,19,0
FRAG_000707,FRAG_000494,sample_pdf_020.pdf,sample_pdf_012.pdf,34,11,0
FRAG_001445,FRAG_000781,sample_zip_009.zip,sample_pdf_025.pdf,1,13,0
FRAG_001342,FRAG_001343,sample_text_024.txt,sample_text_024.txt,1,2,1
FRAG_000181,FRAG_000645,sample_jpeg_019.jpg,sample_pdf_019.pdf,11,12,0
FRAG_000713,FRAG_000837,sample_pdf_021.pdf,sample_png_006.png,5,2,0
FRAG_001281,FRAG_000906,sample_text_018.csv,sample_png_013.png,4,3,0
FRAG_001302,FRAG_001280,sample_text_020.txt,sample_text_018.csv,0,3,0
FRAG_000452,FRAG_000015,sample_pdf_010.pdf,sample_jpeg_002.jpeg,7,1,0
FRAG_001067,FRAG_001068,sample_text_004.json,sample_text_004.json,0,1,1
FRAG_000176,FRAG_001499,sample_jpeg_019.jpg,sample_zip_013.zip,6,9,0
FRAG_001311,FRAG_001312,sample_text_020.txt,sample_text_020.txt,9,10,1
FRAG_000739,FRAG_000740,sample_pdf_022.pdf,sample_pdf_022.pdf,19,20,1
FRAG_001180,FRAG_001388,sample_text_012.log,sample_zip_003.zip,6,3,0
FRAG_001210,FRAG_001211,sample_text_015.json,sample_text_015.json,5,6,1
FRAG_000634,FRAG_001366,sample_pdf_019.pdf,sample_text_025.log,1,8,0
FRAG_000412,FRAG_001461,sample_pdf_009.pdf,sample_zip_010.zip,2,6,0
FRAG_000360,FRAG_000361,sample_pdf_006.pdf,sample_pdf_006.pdf,12,13,1
FRAG_000593,FRAG_000164,sample_pdf_017.pdf,sample_jpeg_018.jpeg,10,2,0
FRAG_001184,FRAG_001477,sample_text_012.log,sample_zip_011.zip,10,14,0
FRAG_000748,FRAG_000749,sample_pdf_023.pdf,sample_pdf_023.pdf,6,7,1
FRAG_000170,FRAG_000171,sample_jpeg_019.jpg,sample_jpeg_019.jpg,0,1,1
FRAG_000240,FRAG_000241,sample_pdf_001.pdf,sample_pdf_001.pdf,15,16,1
FRAG_000278,FRAG_000946,sample_pdf_002.pdf,sample_png_018.png,19,1,0
FRAG_000697,FRAG_000698,sample_pdf_020.pdf,sample_pdf_020.pdf,24,25,1
FRAG_000046,FRAG_000047,sample_jpeg_005.jpg,sample_jpeg_005.jpg,4,5,1
FRAG_000036,FRAG_000191,sample_jpeg_004.jpeg,sample_jpeg_021.jpg,2,4,0
FRAG_000590,FRAG_000898,sample_pdf_017.pdf,sample_png_012.png,7,1,0
FRAG_000314,FRAG_001557,sample_pdf_005.pdf,sample_zip_017.zip,0,13,0
FRAG_000997,FRAG_000998,sample_png_023.png,sample_png_023.png,1,2,1
FRAG_000364,FRAG_000365,sample_pdf_006.pdf,sample_pdf_006.pdf,16,17,1
FRAG_001445,FRAG_000560,sample_zip_009.zip,sample_pdf_015.pdf,1,11,0
FRAG_000889,FRAG_000202,sample_png_011.png,sample_jpeg_023.jpeg,1,1,0
FRAG_001441,FRAG_001442,sample_zip_008.zip,sample_zip_008.zip,9,10,1
FRAG_001246,FRAG_000304,sample_text_016.json,sample_pdf_003.pdf,8,24,0
FRAG_001272,FRAG_001535,sample_text_017.txt,sample_zip_016.zip,6,5,0
FRAG_000233,FRAG_000234,sample_pdf_001.pdf,sample_pdf_001.pdf,8,9,1
FRAG_000822,FRAG_000823,sample_png_004.png,sample_png_004.png,7,8,1
FRAG_001208,FRAG_001209,sample_text_015.json,sample_text_015.json,3,4,1
FRAG_000513,FRAG_000053,sample_pdf_012.pdf,sample_jpeg_007.jpg,30,0,0
FRAG_000830,FRAG_000831,sample_png_005.png,sample_png_005.png,3,4,1
FRAG_000867,FRAG_000228,sample_png_008.png,sample_pdf_001.pdf,12,3,0
FRAG_001101,FRAG_000278,sample_text_007.csv,sample_pdf_002.pdf,3,19,0
FRAG_000372,FRAG_000373,sample_pdf_007.pdf,sample_pdf_007.pdf,2,3,1
FRAG_001428,FRAG_001583,sample_zip_007.zip,sample_zip_020.zip,4,7,0
FRAG_000698,FRAG_000573,sample_pdf_020.pdf,sample_pdf_016.pdf,25,12,0
FRAG_000966,FRAG_000967,sample_png_019.png,sample_png_019.png,9,10,1
FRAG_000847,FRAG_000848,sample_png_007.png,sample_png_007.png,1,2,1
FRAG_000110,FRAG_000111,sample_jpeg_012.jpg,sample_jpeg_012.jpg,11,12,1
FRAG_000135,FRAG_000259,sample_jpeg_015.jpeg,sample_pdf_002.pdf,10,0,0
FRAG_000962,FRAG_000981,sample_png_019.png,sample_png_021.png,5,7,0
FRAG_000247,FRAG_000248,sample_pdf_001.pdf,sample_pdf_001.pdf,22,23,1
FRAG_000566,FRAG_000567,sample_pdf_016.pdf,sample_pdf_016.pdf,5,6,1
FRAG_000497,FRAG_000065,sample_pdf_012.pdf,sample_jpeg_008.jpeg,14,6,0
FRAG_000128,FRAG_001368,sample_jpeg_015.jpeg,sample_text_025.log,3,10,0
FRAG_001535,FRAG_001536,sample_zip_016.zip,sample_zip_016.zip,5,6,1
FRAG_000408,FRAG_000302,sample_pdf_008.pdf,sample_pdf_003.pdf,18,22,0
FRAG_000465,FRAG_000466,sample_pdf_011.pdf,sample_pdf_011.pdf,12,13,1
FRAG_001033,FRAG_000923,sample_text_001.json,sample_png_015.png,8,1,0
FRAG_000026,FRAG_000027,sample_jpeg_003.jpg,sample_jpeg_003.jpg,0,1,1
FRAG_000985,FRAG_000986,sample_png_021.png,sample_png_021.png,11,12,1
FRAG_000734,FRAG_000735,sample_pdf_022.pdf,sample_pdf_022.pdf,14,15,1
FRAG_001617,FRAG_001618,sample_zip_024.zip,sample_zip_024.zip,0,1,1
FRAG_001414,FRAG_001415,sample_zip_006.zip,sample_zip_006.zip,4,5,1
FRAG_000545,FRAG_000292,sample_pdf_014.pdf,sample_pdf_003.pdf,18,12,0
FRAG_000785,FRAG_001162,sample_pdf_025.pdf,sample_text_011.json,17,15,0
FRAG_000194,FRAG_001143,sample_jpeg_022.jpg,sample_text_010.log,1,4,0
FRAG_000991,FRAG_000953,sample_png_022.png,sample_png_018.png,3,8,0
FRAG_000375,FRAG_000376,sample_pdf_007.pdf,sample_pdf_007.pdf,5,6,1
FRAG_000699,FRAG_000700,sample_pdf_020.pdf,sample_pdf_020.pdf,26,27,1
FRAG_000759,FRAG_000760,sample_pdf_024.pdf,sample_pdf_024.pdf,4,5,1
FRAG_000618,FRAG_001402,sample_pdf_018.pdf,sample_zip_005.zip,15,1,0
FRAG_000259,FRAG_001307,sample_pdf_002.pdf,sample_text_020.txt,0,5,0
FRAG_000860,FRAG_000452,sample_png_008.png,sample_pdf_010.pdf,5,7,0
FRAG_000725,FRAG_000726,sample_pdf_022.pdf,sample_pdf_022.pdf,5,6,1
FRAG_000318,FRAG_000319,sample_pdf_005.pdf,sample_pdf_005.pdf,4,5,1
FRAG_000057,FRAG_000237,sample_jpeg_007.jpg,sample_pdf_001.pdf,4,12,0
FRAG_000239,FRAG_000240,sample_pdf_001.pdf,sample_pdf_001.pdf,14,15,1
FRAG_001297,FRAG_001199,sample_text_019.txt,sample_text_014.txt,10,2,0
FRAG_001360,FRAG_001297,sample_text_025.log,sample_text_019.txt,2,10,0
FRAG_000489,FRAG_000490,sample_pdf_012.pdf,sample_pdf_012.pdf,6,7,1
FRAG_001351,FRAG_001352,sample_text_024.txt,sample_text_024.txt,10,11,1
FRAG_000690,FRAG_001570,sample_pdf_020.pdf,sample_zip_019.zip,17,2,0
FRAG_001224,FRAG_000772,sample_text_015.json,sample_pdf_025.pdf,19,4,0
FRAG_000766,FRAG_000852,sample_pdf_024.pdf,sample_png_007.png,11,6,0
FRAG_001433,FRAG_000605,sample_zip_008.zip,sample_pdf_018.pdf,1,2,0
FRAG_001356,FRAG_001472,sample_text_024.txt,sample_zip_011.zip,15,9,0
FRAG_001104,FRAG_000539,sample_text_007.csv,sample_pdf_014.pdf,6,12,0
FRAG_000859,FRAG_000860,sample_png_008.png,sample_png_008.png,4,5,1
FRAG_001112,FRAG_000947,sample_text_008.json,sample_png_018.png,4,2,0
FRAG_001554,FRAG_001555,sample_zip_017.zip,sample_zip_017.zip,10,11,1
FRAG_000004,FRAG_000005,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,3,4,1
FRAG_001615,FRAG_001616,sample_zip_023.zip,sample_zip_023.zip,5,6,1
FRAG_000479,FRAG_000542,sample_pdf_011.pdf,sample_pdf_014.pdf,26,15,0
FRAG_000288,FRAG_000289,sample_pdf_003.pdf,sample_pdf_003.pdf,8,9,1
FRAG_000647,FRAG_000648,sample_pdf_019.pdf,sample_pdf_019.pdf,14,15,1
FRAG_000715,FRAG_001148,sample_pdf_021.pdf,sample_text_011.json,7,1,0
FRAG_001628,FRAG_001629,sample_zip_025.zip,sample_zip_025.zip,5,6,1
FRAG_000673,FRAG_000674,sample_pdf_020.pdf,sample_pdf_020.pdf,0,1,1
FRAG_000829,FRAG_000830,sample_png_005.png,sample_png_005.png,2,3,1
FRAG_001380,FRAG_000225,sample_zip_002.zip,sample_pdf_001.pdf,0,0,0
FRAG_001300,FRAG_001301,sample_text_019.txt,sample_text_019.txt,13,14,1
FRAG_000937,FRAG_000494,sample_png_016.png,sample_pdf_012.pdf,10,11,0
FRAG_001472,FRAG_000295,sample_zip_011.zip,sample_pdf_003.pdf,9,15,0
FRAG_000780,FRAG_000781,sample_pdf_025.pdf,sample_pdf_025.pdf,12,13,1
FRAG_001227,FRAG_000664,sample_text_015.json,sample_pdf_019.pdf,22,31,0
FRAG_001355,FRAG_001356,sample_text_024.txt,sample_text_024.txt,14,15,1
FRAG_000554,FRAG_001262,sample_pdf_015.pdf,sample_text_016.json,5,24,0
FRAG_001241,FRAG_001242,sample_text_016.json,sample_text_016.json,3,4,1
FRAG_001566,FRAG_001567,sample_zip_018.zip,sample_zip_018.zip,8,9,1
FRAG_000787,FRAG_001013,sample_pdf_025.pdf,sample_png_025.png,19,2,0
FRAG_000694,FRAG_000695,sample_pdf_020.pdf,sample_pdf_020.pdf,21,22,1
FRAG_001437,FRAG_001438,sample_zip_008.zip,sample_zip_008.zip,5,6,1
FRAG_001076,FRAG_001077,sample_text_004.json,sample_text_004.json,9,10,1
FRAG_001415,FRAG_001416,sample_zip_006.zip,sample_zip_006.zip,5,6,1
FRAG_001481,FRAG_001174,sample_zip_011.zip,sample_text_012.log,18,0,0
FRAG_000963,FRAG_000964,sample_png_019.png,sample_png_019.png,6,7,1
FRAG_001624,FRAG_001625,sample_zip_025.zip,sample_zip_025.zip,1,2,1
FRAG_000016,FRAG_000419,sample_jpeg_002.jpeg,sample_pdf_009.pdf,2,9,0
FRAG_000308,FRAG_000309,sample_pdf_004.pdf,sample_pdf_004.pdf,2,3,1
FRAG_000705,FRAG_000706,sample_pdf_020.pdf,sample_pdf_020.pdf,32,33,1
FRAG_000054,FRAG_000740,sample_jpeg_007.jpg,sample_pdf_022.pdf,1,20,0
FRAG_000619,FRAG_001330,sample_pdf_018.pdf,sample_text_022.log,16,5,0
FRAG_000232,FRAG_000233,sample_pdf_001.pdf,sample_pdf_001.pdf,7,8,1
FRAG_001613,FRAG_000168,sample_zip_023.zip,sample_jpeg_018.jpeg,3,6,0
FRAG_000869,FRAG_000870,sample_png_009.png,sample_png_009.png,0,1,1
FRAG_001267,FRAG_000463,sample_text_017.txt,sample_pdf_011.pdf,1,10,0
FRAG_001030,FRAG_000114,sample_text_001.json,sample_jpeg_013.jpeg,5,2,0
FRAG_000460,FRAG_000222,sample_pdf_011.pdf,sample_jpeg_025.jpg,7,8,0
FRAG_000166,FRAG_000167,sample_jpeg_018.jpeg,sample_jpeg_018.jpeg,4,5,1
FRAG_000798,FRAG_000799,sample_png_001.png,sample_png_001.png,2,3,1
FRAG_001395,FRAG_001318,sample_zip_004.zip,sample_text_021.csv,0,0,0
FRAG_001440,FRAG_000930,sample_zip_008.zip,sample_png_016.png,8,3,0
FRAG_000097,FRAG_000225,sample_jpeg_011.jpeg,sample_pdf_001.pdf,5,0,0
FRAG_001327,FRAG_000316,sample_text_022.log,sample_pdf_005.pdf,2,2,0
FRAG_000973,FRAG_000922,sample_png_020.png,sample_png_015.png,4,0,0
FRAG_001295,FRAG_001296,sample_text_019.txt,sample_text_019.txt,8,9,1
FRAG_000662,FRAG_001285,sample_pdf_019.pdf,sample_text_018.csv,29,8,0
FRAG_000616,FRAG_001039,sample_pdf_018.pdf,sample_text_001.json,13,14,0
FRAG_001169,FRAG_000854,sample_text_011.json,sample_png_007.png,22,8,0
FRAG_000708,FRAG_000709,sample_pdf_021.pdf,sample_pdf_021.pdf,0,1,1
FRAG_000146,FRAG_001053,sample_jpeg_016.jpeg,sample_text_002.txt,6,10,0
FRAG_000396,FRAG_000397,sample_pdf_008.pdf,sample_pdf_008.pdf,6,7,1
FRAG_001589,FRAG_001590,sample_zip_021.zip,sample_zip_021.zip,0,1,1
FRAG_000745,FRAG_000746,sample_pdf_023.pdf,sample_pdf_023.pdf,3,4,1
FRAG_001610,FRAG_001188,sample_zip_023.zip,sample_text_013.csv,0,0,0
FRAG_000971,FRAG_001064,sample_png_020.png,sample_text_003.log,2,5,0
FRAG_000447,FRAG_000448,sample_pdf_010.pdf,sample_pdf_010.pdf,2,3,1
FRAG_001613,FRAG_001437,sample_zip_023.zip,sample_zip_008.zip,3,5,0
FRAG_000707,FRAG_000881,sample_pdf_020.pdf,sample_png_010.png,34,0,0
FRAG_000002,FRAG_000003,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,1,2,1
FRAG_001055,FRAG_001056,sample_text_002.txt,sample_text_002.txt,12,13,1
FRAG_001164,FRAG_001165,sample_text_011.json,sample_text_011.json,17,18,1
FRAG_000045,FRAG_000046,sample_jpeg_005.jpg,sample_jpeg_005.jpg,3,4,1
FRAG_000614,FRAG_001359,sample_pdf_018.pdf,sample_text_025.log,11,1,0
FRAG_001329,FRAG_001330,sample_text_022.log,sample_text_022.log,4,5,1
FRAG_000702,FRAG_001119,sample_pdf_020.pdf,sample_text_008.json,29,11,0
FRAG_000130,FRAG_000131,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,5,6,1
FRAG_000208,FRAG_000209,sample_jpeg_024.jpeg,sample_jpeg_024.jpeg,3,4,1
FRAG_000087,FRAG_000088,sample_jpeg_010.jpg,sample_jpeg_010.jpg,9,10,1
FRAG_001083,FRAG_001084,sample_text_004.json,sample_text_004.json,16,17,1
FRAG_000392,FRAG_000393,sample_pdf_008.pdf,sample_pdf_008.pdf,2,3,1
FRAG_000677,FRAG_000678,sample_pdf_020.pdf,sample_pdf_020.pdf,4,5,1
FRAG_001600,FRAG_000098,sample_zip_021.zip,sample_jpeg_011.jpeg,11,6,0
FRAG_001088,FRAG_001089,sample_text_005.csv,sample_text_005.csv,3,4,1
FRAG_000821,FRAG_000143,sample_png_004.png,sample_jpeg_016.jpeg,6,3,0
FRAG_000419,FRAG_000420,sample_pdf_009.pdf,sample_pdf_009.pdf,9,10,1
FRAG_001244,FRAG_001245,sample_text_016.json,sample_text_016.json,6,7,1
FRAG_000156,FRAG_001213,sample_jpeg_017.jpg,sample_text_015.json,8,8,0
FRAG_001242,FRAG_001527,sample_text_016.json,sample_zip_015.zip,4,7,0
FRAG_001541,FRAG_000864,sample_zip_016.zip,sample_png_008.png,11,9,0
FRAG_000770,FRAG_000771,sample_pdf_025.pdf,sample_pdf_025.pdf,2,3,1
FRAG_001551,FRAG_001552,sample_zip_017.zip,sample_zip_017.zip,7,8,1
FRAG_001558,FRAG_001559,sample_zip_018.zip,sample_zip_018.zip,0,1,1
FRAG_000065,FRAG_000066,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,6,7,1
FRAG_000133,FRAG_001127,sample_jpeg_015.jpeg,sample_text_008.json,8,19,0
FRAG_000086,FRAG_000647,sample_jpeg_010.jpg,sample_pdf_019.pdf,8,14,0
FRAG_001545,FRAG_001546,sample_zip_017.zip,sample_zip_017.zip,1,2,1
FRAG_000759,FRAG_000142,sample_pdf_024.pdf,sample_jpeg_016.jpeg,4,2,0
FRAG_000834,FRAG_000390,sample_png_005.png,sample_pdf_008.pdf,7,0,0
FRAG_000689,FRAG_001370,sample_pdf_020.pdf,sample_zip_001.zip,16,0,0
FRAG_001308,FRAG_001309,sample_text_020.txt,sample_text_020.txt,6,7,1
FRAG_001589,FRAG_001071,sample_zip_021.zip,sample_text_004.json,0,4,0
FRAG_000393,FRAG_000394,sample_pdf_008.pdf,sample_pdf_008.pdf,3,4,1
FRAG_001526,FRAG_000969,sample_zip_015.zip,sample_png_020.png,6,0,0
FRAG_000776,FRAG_000777,sample_pdf_025.pdf,sample_pdf_025.pdf,8,9,1
FRAG_001532,FRAG_001472,sample_zip_016.zip,sample_zip_011.zip,2,9,0
FRAG_000248,FRAG_000508,sample_pdf_001.pdf,sample_pdf_012.pdf,23,25,0
FRAG_001271,FRAG_001272,sample_text_017.txt,sample_text_017.txt,5,6,1
FRAG_000486,FRAG_000487,sample_pdf_012.pdf,sample_pdf_012.pdf,3,4,1
FRAG_000450,FRAG_001403,sample_pdf_010.pdf,sample_zip_005.zip,5,2,0
FRAG_000129,FRAG_000130,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,4,5,1
FRAG_001634,FRAG_001635,sample_zip_025.zip,sample_zip_025.zip,11,12,1
FRAG_000633,FRAG_000696,sample_pdf_019.pdf,sample_pdf_020.pdf,0,23,0
FRAG_001457,FRAG_001057,sample_zip_010.zip,sample_text_002.txt,2,14,0
FRAG_001179,FRAG_001180,sample_text_012.log,sample_text_012.log,5,6,1
FRAG_001341,FRAG_000317,sample_text_024.txt,sample_pdf_005.pdf,0,3,0
FRAG_001530,FRAG_000186,sample_zip_016.zip,sample_jpeg_020.jpg,0,4,0
FRAG_001455,FRAG_001456,sample_zip_010.zip,sample_zip_010.zip,0,1,1
FRAG_000546,FRAG_000547,sample_pdf_014.pdf,sample_pdf_014.pdf,19,20,1
FRAG_000231,FRAG_000232,sample_pdf_001.pdf,sample_pdf_001.pdf,6,7,1
FRAG_000357,FRAG_000358,sample_pdf_006.pdf,sample_pdf_006.pdf,9,10,1
FRAG_001546,FRAG_001221,sample_zip_017.zip,sample_text_015.json,2,16,0
FRAG_000031,FRAG_000734,sample_jpeg_003.jpg,sample_pdf_022.pdf,5,14,0
FRAG_000433,FRAG_001162,sample_pdf_009.pdf,sample_text_011.json,23,15,0
FRAG_000782,FRAG_000783,sample_pdf_025.pdf,sample_pdf_025.pdf,14,15,1
FRAG_001170,FRAG_001171,sample_text_011.json,sample_text_011.json,23,24,1
FRAG_001249,FRAG_001516,sample_text_016.json,sample_zip_014.zip,11,13,0
FRAG_000158,FRAG_001321,sample_jpeg_017.jpg,sample_text_021.csv,10,3,0
FRAG_001440,FRAG_001562,sample_zip_008.zip,sample_zip_018.zip,8,4,0
FRAG_000618,FRAG_000619,sample_pdf_018.pdf,sample_pdf_018.pdf,15,16,1
FRAG_000235,FRAG_001397,sample_pdf_001.pdf,sample_zip_004.zip,10,2,0
FRAG_000720,FRAG_000916,sample_pdf_022.pdf,sample_png_014.png,0,5,0
FRAG_001099,FRAG_000679,sample_text_007.csv,sample_pdf_020.pdf,1,6,0
FRAG_000485,FRAG_000486,sample_pdf_012.pdf,sample_pdf_012.pdf,2,3,1
FRAG_000409,FRAG_001549,sample_pdf_008.pdf,sample_zip_017.zip,19,5,0
FRAG_000698,FRAG_000699,sample_pdf_020.pdf,sample_pdf_020.pdf,25,26,1
FRAG_000061,FRAG_000062,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,2,3,1
FRAG_000401,FRAG_000402,sample_pdf_008.pdf,sample_pdf_008.pdf,11,12,1
FRAG_000595,FRAG_000596,sample_pdf_017.pdf,sample_pdf_017.pdf,12,13,1
FRAG_000852,FRAG_000853,sample_png_007.png,sample_png_007.png,6,7,1
FRAG_000703,FRAG_000704,sample_pdf_020.pdf,sample_pdf_020.pdf,30,31,1
FRAG_000976,FRAG_000919,sample_png_021.png,sample_png_014.png,2,8,0
FRAG_001249,FRAG_001250,sample_text_016.json,sample_text_016.json,11,12,1
FRAG_000752,FRAG_000753,sample_pdf_023.pdf,sample_pdf_023.pdf,10,11,1
FRAG_000508,FRAG_001450,sample_pdf_012.pdf,sample_zip_009.zip,25,6,0
FRAG_000187,FRAG_000963,sample_jpeg_021.jpg,sample_png_019.png,0,6,0
FRAG_001205,FRAG_001206,sample_text_015.json,sample_text_015.json,0,1,1
FRAG_001060,FRAG_001061,sample_text_003.log,sample_text_003.log,1,2,1
FRAG_000785,FRAG_000786,sample_pdf_025.pdf,sample_pdf_025.pdf,17,18,1
FRAG_001580,FRAG_001581,sample_zip_020.zip,sample_zip_020.zip,4,5,1
FRAG_000540,FRAG_001026,sample_pdf_014.pdf,sample_text_001.json,13,1,0
FRAG_000819,FRAG_001392,sample_png_004.png,sample_zip_003.zip,4,7,0
FRAG_001318,FRAG_000064,sample_text_021.csv,sample_jpeg_008.jpeg,0,5,0
FRAG_001495,FRAG_001413,sample_zip_013.zip,sample_zip_006.zip,5,3,0
FRAG_001202,FRAG_001203,sample_text_014.txt,sample_text_014.txt,5,6,1
FRAG_000065,FRAG_000677,sample_jpeg_008.jpeg,sample_pdf_020.pdf,6,4,0
FRAG_001395,FRAG_001396,sample_zip_004.zip,sample_zip_004.zip,0,1,1
FRAG_000550,FRAG_000551,sample_pdf_015.pdf,sample_pdf_015.pdf,1,2,1
FRAG_000445,FRAG_000909,sample_pdf_010.pdf,sample_png_013.png,0,6,0
FRAG_001060,FRAG_000925,sample_text_003.log,sample_png_015.png,1,3,0
FRAG_001422,FRAG_001423,sample_zip_006.zip,sample_zip_006.zip,12,13,1
FRAG_000442,FRAG_000443,sample_pdf_009.pdf,sample_pdf_009.pdf,32,33,1
FRAG_000712,FRAG_001454,sample_pdf_021.pdf,sample_zip_009.zip,4,10,0
FRAG_000310,FRAG_000311,sample_pdf_004.pdf,sample_pdf_004.pdf,4,5,1
FRAG_000626,FRAG_001165,sample_pdf_018.pdf,sample_text_011.json,23,18,0
FRAG_001131,FRAG_001563,sample_text_009.txt,sample_zip_018.zip,3,5,0
FRAG_000202,FRAG_000203,sample_jpeg_023.jpeg,sample_jpeg_023.jpeg,1,2,1
FRAG_000140,FRAG_000141,sample_jpeg_016.jpeg,sample_jpeg_016.jpeg,0,1,1
FRAG_001059,FRAG_001060,sample_text_003.log,sample_text_003.log,0,1,1
FRAG_000643,FRAG_000858,sample_pdf_019.pdf,sample_png_008.png,10,3,0
FRAG_000906,FRAG_000907,sample_png_013.png,sample_png_013.png,3,4,1
FRAG_001103,FRAG_001104,sample_text_007.csv,sample_text_007.csv,5,6,1
FRAG_000648,FRAG_000649,sample_pdf_019.pdf,sample_pdf_019.pdf,15,16,1
FRAG_001074,FRAG_001289,sample_text_004.json,sample_text_019.txt,7,2,0
FRAG_000542,FRAG_000543,sample_pdf_014.pdf,sample_pdf_014.pdf,15,16,1
FRAG_000817,FRAG_000268,sample_png_004.png,sample_pdf_002.pdf,2,9,0
FRAG_001368,FRAG_001369,sample_text_025.log,sample_text_025.log,10,11,1
FRAG_001356,FRAG_001357,sample_text_024.txt,sample_text_024.txt,15,16,1
FRAG_001061,FRAG_000793,sample_text_003.log,sample_pdf_025.pdf,2,25,0
FRAG_001325,FRAG_000392,sample_text_022.log,sample_pdf_008.pdf,0,2,0
FRAG_000984,FRAG_000985,sample_png_021.png,sample_png_021.png,10,11,1
FRAG_000769,FRAG_000813,sample_pdf_025.pdf,sample_png_003.png,1,4,0
FRAG_000544,FRAG_001343,sample_pdf_014.pdf,sample_text_024.txt,17,2,0
FRAG_000417,FRAG_000418,sample_pdf_009.pdf,sample_pdf_009.pdf,7,8,1
FRAG_000475,FRAG_000476,sample_pdf_011.pdf,sample_pdf_011.pdf,22,23,1
FRAG_000774,FRAG_000775,sample_pdf_025.pdf,sample_pdf_025.pdf,6,7,1
FRAG_000083,FRAG_001563,sample_jpeg_010.jpg,sample_zip_018.zip,5,5,0
FRAG_000940,FRAG_000941,sample_png_017.png,sample_png_017.png,1,2,1
FRAG_001513,FRAG_001514,sample_zip_014.zip,sample_zip_014.zip,10,11,1
FRAG_000839,FRAG_000840,sample_png_006.png,sample_png_006.png,4,5,1
FRAG_000068,FRAG_000069,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,9,10,1
FRAG_001085,FRAG_000752,sample_text_005.csv,sample_pdf_023.pdf,0,10,0
FRAG_000370,FRAG_000560,sample_pdf_007.pdf,sample_pdf_015.pdf,0,11,0
FRAG_001605,FRAG_001606,sample_zip_022.zip,sample_zip_022.zip,2,3,1
FRAG_000997,FRAG_000318,sample_png_023.png,sample_pdf_005.pdf,1,4,0
FRAG_000955,FRAG_000956,sample_png_018.png,sample_png_018.png,10,11,1
